"Yr","WD","CULocation","Surf","Flood","Spr","AcSWFl","AcSWSpr","AcGWFl","AcGWSpr","PumpingMax","GMode","AcTot","AcSW","AcGW","AcSpr","PercentAcGWtoAcTot"
1975,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1976,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1977,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1978,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1979,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1980,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1981,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1982,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1983,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1984,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1985,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1986,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1987,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1988,"23","2300922",0.850000,0.600000,0.800000,62.500000,0.000000,0.000000,0.000000,0.000000,2,62.500000,62.500000,0.000000,0.0000,0.0000
1989,"23","2300922",0.850000,0.600000,0.800000,64.800000,0.000000,0.000000,0.000000,0.000000,2,64.800000,64.800000,0.000000,0.0000,0.0000
1990,"23","2300922",0.850000,0.600000,0.800000,67.200000,0.000000,0.000000,0.000000,0.000000,2,67.200000,67.200000,0.000000,0.0000,0.0000
1991,"23","2300922",0.850000,0.600000,0.800000,69.600000,0.000000,0.000000,0.000000,0.000000,2,69.600000,69.600000,0.000000,0.0000,0.0000
1992,"23","2300922",0.850000,0.600000,0.800000,72.000000,0.000000,0.000000,0.000000,0.000000,2,72.000000,72.000000,0.000000,0.0000,0.0000
1993,"23","2300922",0.850000,0.600000,0.800000,74.400000,0.000000,0.000000,0.000000,0.000000,2,74.400000,74.400000,0.000000,0.0000,0.0000
1994,"23","2300922",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
1995,"23","2300922",0.850000,0.600000,0.800000,79.100000,0.000000,0.000000,0.000000,0.000000,2,79.100000,79.100000,0.000000,0.0000,0.0000
1996,"23","2300922",0.850000,0.600000,0.800000,81.500000,0.000000,0.000000,0.000000,0.000000,2,81.500000,81.500000,0.000000,0.0000,0.0000
1997,"23","2300922",0.850000,0.600000,0.800000,83.900000,0.000000,0.000000,0.000000,0.000000,2,83.900000,83.900000,0.000000,0.0000,0.0000
1998,"23","2300922",0.850000,0.600000,0.800000,77.900000,0.000000,0.000000,0.000000,0.000000,2,77.900000,77.900000,0.000000,0.0000,0.0000
1999,"23","2300922",0.850000,0.600000,0.800000,72.000000,0.000000,0.000000,0.000000,0.000000,2,72.000000,72.000000,0.000000,0.0000,0.0000
2000,"23","2300922",0.850000,0.600000,0.800000,66.000000,0.000000,0.000000,0.000000,0.000000,2,66.000000,66.000000,0.000000,0.0000,0.0000
2001,"23","2300922",0.850000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
2002,"23","2300922",0.850000,0.600000,0.800000,60.600000,0.000000,0.000000,0.000000,0.000000,2,60.600000,60.600000,0.000000,0.0000,0.0000
2003,"23","2300922",0.850000,0.600000,0.800000,61.200000,0.000000,0.000000,0.000000,0.000000,2,61.200000,61.200000,0.000000,0.0000,0.0000
2004,"23","2300922",0.850000,0.600000,0.800000,61.700000,0.000000,0.000000,0.000000,0.000000,2,61.700000,61.700000,0.000000,0.0000,0.0000
2005,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2006,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2007,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2008,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2009,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2010,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2011,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2012,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2013,"23","2300922",0.850000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
1950,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1951,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1952,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1953,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1954,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1955,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1956,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1957,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1958,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1959,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1960,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1961,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1962,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1963,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1964,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1965,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1966,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1967,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1968,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1969,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1970,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1971,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1972,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1973,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1974,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1975,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1976,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1977,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1978,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1979,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1980,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1981,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1982,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1983,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1984,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1985,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1986,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1987,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1988,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1989,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1990,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1991,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1992,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1993,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1994,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1995,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1996,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1997,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1998,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
1999,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
2000,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
2001,"23","2300923",0.850000,0.600000,0.800000,89.600000,0.000000,0.000000,0.000000,0.000000,2,89.600000,89.600000,0.000000,0.0000,0.0000
2002,"23","2300923",0.850000,0.600000,0.800000,86.400000,0.000000,0.000000,0.000000,0.000000,2,86.400000,86.400000,0.000000,0.0000,0.0000
2003,"23","2300923",0.850000,0.600000,0.800000,83.200000,0.000000,0.000000,0.000000,0.000000,2,83.200000,83.200000,0.000000,0.0000,0.0000
2004,"23","2300923",0.850000,0.600000,0.800000,79.900000,0.000000,0.000000,0.000000,0.000000,2,79.900000,79.900000,0.000000,0.0000,0.0000
2005,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2006,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2007,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2008,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2009,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2010,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2011,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2012,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
2013,"23","2300923",0.850000,0.600000,0.800000,76.700000,0.000000,0.000000,0.000000,0.000000,2,76.700000,76.700000,0.000000,0.0000,0.0000
1950,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1951,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1952,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1953,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1954,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1955,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1956,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1957,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1958,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1959,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1960,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1961,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1962,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1963,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1964,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1965,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1966,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1967,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1968,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1969,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1970,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1971,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1972,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1973,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1974,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1975,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1976,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1977,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1978,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1979,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1980,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1981,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1982,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1983,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1984,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1985,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1986,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1987,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
1988,"23","2300924",0.880000,0.600000,0.800000,57.700000,0.000000,0.000000,0.000000,0.000000,2,57.700000,57.700000,0.000000,0.0000,0.0000
1989,"23","2300924",0.880000,0.600000,0.800000,55.300000,0.000000,0.000000,0.000000,0.000000,2,55.300000,55.300000,0.000000,0.0000,0.0000
1990,"23","2300924",0.880000,0.600000,0.800000,53.000000,0.000000,0.000000,0.000000,0.000000,2,53.000000,53.000000,0.000000,0.0000,0.0000
1991,"23","2300924",0.880000,0.600000,0.800000,50.600000,0.000000,0.000000,0.000000,0.000000,2,50.600000,50.600000,0.000000,0.0000,0.0000
1992,"23","2300924",0.880000,0.600000,0.800000,48.200000,0.000000,0.000000,0.000000,0.000000,2,48.200000,48.200000,0.000000,0.0000,0.0000
1993,"23","2300924",0.880000,0.600000,0.800000,45.800000,0.000000,0.000000,0.000000,0.000000,2,45.800000,45.800000,0.000000,0.0000,0.0000
1994,"23","2300924",0.880000,0.600000,0.800000,43.500000,0.000000,0.000000,0.000000,0.000000,2,43.500000,43.500000,0.000000,0.0000,0.0000
1995,"23","2300924",0.880000,0.600000,0.800000,41.100000,0.000000,0.000000,0.000000,0.000000,2,41.100000,41.100000,0.000000,0.0000,0.0000
1996,"23","2300924",0.880000,0.600000,0.800000,38.700000,0.000000,0.000000,0.000000,0.000000,2,38.700000,38.700000,0.000000,0.0000,0.0000
1997,"23","2300924",0.880000,0.600000,0.800000,36.300000,0.000000,0.000000,0.000000,0.000000,2,36.300000,36.300000,0.000000,0.0000,0.0000
1998,"23","2300924",0.880000,0.600000,0.800000,42.300000,0.000000,0.000000,0.000000,0.000000,2,42.300000,42.300000,0.000000,0.0000,0.0000
1999,"23","2300924",0.880000,0.600000,0.800000,48.200000,0.000000,0.000000,0.000000,0.000000,2,48.200000,48.200000,0.000000,0.0000,0.0000
2000,"23","2300924",0.880000,0.600000,0.800000,54.200000,0.000000,0.000000,0.000000,0.000000,2,54.200000,54.200000,0.000000,0.0000,0.0000
2001,"23","2300924",0.880000,0.600000,0.800000,60.100000,0.000000,0.000000,0.000000,0.000000,2,60.100000,60.100000,0.000000,0.0000,0.0000
2002,"23","2300924",0.880000,0.600000,0.800000,60.600000,0.000000,0.000000,0.000000,0.000000,2,60.600000,60.600000,0.000000,0.0000,0.0000
2003,"23","2300924",0.880000,0.600000,0.800000,61.200000,0.000000,0.000000,0.000000,0.000000,2,61.200000,61.200000,0.000000,0.0000,0.0000
2004,"23","2300924",0.880000,0.600000,0.800000,61.700000,0.000000,0.000000,0.000000,0.000000,2,61.700000,61.700000,0.000000,0.0000,0.0000
2005,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2006,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2007,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2008,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2009,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2010,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2011,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2012,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
2013,"23","2300924",0.880000,0.600000,0.800000,62.300000,0.000000,0.000000,0.000000,0.000000,2,62.300000,62.300000,0.000000,0.0000,0.0000
1950,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1951,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1952,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1953,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1954,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1955,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1956,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1957,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1958,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1959,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1960,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1961,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
1962,"23","2300926",0.870000,0.600000,0.800000,37.300000,0.000000,0.000000,0.000000,0.000000,2,37.300000,37.300000,0.000000,0.0000,0.0000
